mes|diasemana|tipaccid|sexo|edad|nomgeo|longitud|latitud
10|6|1|2|42|Gustavo A. Madero|-99.05841|19.44992
10|5|10|2|29|Gustavo A. Madero|-99.13780|19.47013
10|6|1|2|22|Gustavo A. Madero|-99.12701|19.50206
10|6|1|2|19|Gustavo A. Madero|-99.07909|19.49427
10|1|10|2|28|Gustavo A. Madero|-99.15032|19.50357
10|3|1|2|52|Gustavo A. Madero|-99.11316|19.46415
10|5|1|3|22|Gustavo A. Madero|-99.07325|19.46638
10|5|1|3|38|Gustavo A. Madero|-99.14625|19.54025
10|6|4|2|49|Gustavo A. Madero|-99.10793|19.45233
10|6|1|2|21|Gustavo A. Madero|-99.13283|19.49429
10|7|1|2|37|Gustavo A. Madero|-99.07993|19.46904
10|7|1|2|39|Gustavo A. Madero|-99.06714|19.46650
10|4|10|3|32|Gustavo A. Madero|-99.14145|19.50887
10|7|10|2|29|Gustavo A. Madero|-99.15802|19.52281
10|1|1|2|45|Gustavo A. Madero|-99.09181|19.47659
10|3|1|2|44|Gustavo A. Madero|-99.08898|19.47525
10|3|1|2|26|Gustavo A. Madero|-99.14035|19.52450
10|4|1|2|43|Gustavo A. Madero|-99.14322|19.48552
10|5|1|2|33|Gustavo A. Madero|-99.14257|19.48037
10|5|1|2|30|Gustavo A. Madero|-99.12314|19.48693
10|1|4|1|0|Gustavo A. Madero|-99.09765|19.49634
10|4|2|1|0|Gustavo A. Madero|-99.13598|19.46879
10|4|5|2|55|Gustavo A. Madero|-99.13009|19.50625
10|2|1|1|0|Gustavo A. Madero|-99.13346|19.49299
10|1|1|1|0|Gustavo A. Madero|-99.14931|19.48598
10|7|1|1|0|Gustavo A. Madero|-99.14067|19.48785
10|5|1|1|0|Gustavo A. Madero|-99.15619|19.48655
9|3|4|2|23|Gustavo A. Madero|-99.16126|19.51348
11|7|4|2|29|Gustavo A. Madero|-99.13663|19.47132
11|1|1|2|24|Gustavo A. Madero|-99.07370|19.44921
11|3|1|2|40|Gustavo A. Madero|-99.13351|19.49072
11|3|4|2|22|Gustavo A. Madero|-99.12089|19.48599
11|6|1|2|49|Gustavo A. Madero|-99.15743|19.52191
11|6|1|2|66|Gustavo A. Madero|-99.11350|19.45511
11|7|10|2|31|Gustavo A. Madero|-99.09815|19.45883
11|7|1|2|57|Gustavo A. Madero|-99.11618|19.46173
11|7|1|2|40|Gustavo A. Madero|-99.09051|19.50953
11|1|10|2|22|Gustavo A. Madero|-99.11867|19.48513
11|6|1|2|34|Gustavo A. Madero|-99.08798|19.49956
11|1|1|2|52|Gustavo A. Madero|-99.10820|19.48830
11|3|1|2|36|Gustavo A. Madero|-99.15743|19.52191
11|3|1|2|49|Gustavo A. Madero|-99.12175|19.46575
11|6|1|2|32|Gustavo A. Madero|-99.11473|19.47086
11|6|1|2|65|Gustavo A. Madero|-99.11660|19.46535
11|3|4|2|37|Gustavo A. Madero|-99.08731|19.47255
11|3|1|2|29|Gustavo A. Madero|-99.07886|19.45056
11|6|1|2|25|Gustavo A. Madero|-99.13370|19.46989
11|7|1|2|29|Gustavo A. Madero|-99.07916|19.45112
11|3|4|2|26|Gustavo A. Madero|-99.08006|19.47761
11|5|1|2|52|Gustavo A. Madero|-99.21726|19.32536
11|5|1|2|36|Gustavo A. Madero|-99.14851|19.50615
11|5|10|2|35|Gustavo A. Madero|-99.08111|19.49149
11|7|1|2|57|Gustavo A. Madero|-99.06992|19.47442
11|7|1|2|46|Gustavo A. Madero|-99.13974|19.56336
11|5|1|1|0|Gustavo A. Madero|-99.16998|19.53004
11|4|1|1|0|Gustavo A. Madero|-99.14073|19.46681
10|5|4|2|30|Gustavo A. Madero|-99.15632|19.52480
12|2|1|2|37|Gustavo A. Madero|-99.11977|19.49119
12|2|4|3|19|Gustavo A. Madero|-99.09741|19.45096
12|3|1|2|42|Gustavo A. Madero|-99.07990|19.46920
12|4|1|3|51|Gustavo A. Madero|-99.14226|19.46374
12|4|4|2|18|Gustavo A. Madero|-99.11336|19.46025
12|4|1|2|48|Gustavo A. Madero|-99.11971|19.49294
12|4|1|2|35|Gustavo A. Madero|-99.12036|19.47660
12|5|1|2|43|Gustavo A. Madero|-99.10641|19.48116
12|6|1|2|24|Gustavo A. Madero|-99.08776|19.50172
12|1|1|2|40|Gustavo A. Madero|-99.15614|19.51805
12|4|10|2|42|Gustavo A. Madero|-99.11303|19.45473
12|5|1|2|37|Gustavo A. Madero|-99.07587|19.48257
12|1|1|2|72|Gustavo A. Madero|-99.09082|19.48538
12|4|1|2|30|Gustavo A. Madero|-99.07156|19.46888
12|4|4|2|31|Gustavo A. Madero|-99.14290|19.51863
12|4|1|2|19|Gustavo A. Madero|-99.03204|19.32885
12|6|1|2|24|Gustavo A. Madero|-99.11263|19.45441
12|7|1|2|23|Gustavo A. Madero|-99.07906|19.47574
12|1|4|2|39|Gustavo A. Madero|-99.09743|19.45088
12|1|1|2|21|Gustavo A. Madero|-99.12682|19.50178
12|1|1|2|36|Gustavo A. Madero|-99.14270|19.51495
12|1|1|2|19|Gustavo A. Madero|-99.16598|19.52325
12|3|1|3|23|Gustavo A. Madero|-99.15418|19.49520
12|4|4|2|25|Gustavo A. Madero|-99.05855|19.46391
12|6|1|2|32|Gustavo A. Madero|-99.15802|19.52281
12|1|4|2|29|Gustavo A. Madero|-99.09745|19.45078
12|2|1|2|38|Gustavo A. Madero|-99.15091|19.51220
12|3|4|2|35|Gustavo A. Madero|-99.15108|19.54485
12|3|1|2|35|Gustavo A. Madero|-99.13468|19.48491
12|7|2|2|40|Gustavo A. Madero|-99.16955|19.32950
12|3|1|1|0|Gustavo A. Madero|-99.12430|19.48550
12|4|11|2|22|Gustavo A. Madero|-99.13981|19.44137
12|5|5|2|36|Gustavo A. Madero|-99.10515|19.45215
12|7|10|2|39|Gustavo A. Madero|-99.10818|19.46234
11|1|1|2|43|Gustavo A. Madero|-99.13705|19.56334
11|5|1|2|22|Gustavo A. Madero|-99.14325|19.48665
11|4|2|1|0|Gustavo A. Madero|-99.14659|19.48432
11|2|2|1|0|Gustavo A. Madero|-99.13543|19.50362
11|3|2|1|0|Gustavo A. Madero|-99.19608|19.45718
10|1|1|2|30|Gustavo A. Madero|-99.14520|19.51052
9|4|2|1|0|Gustavo A. Madero|-99.12720|19.49708
9|2|2|1|0|Gustavo A. Madero|-99.13134|19.50811
10|4|10|2|47|Gustavo A. Madero|-99.16177|19.51483
10|3|10|2|48|Gustavo A. Madero|-99.09419|19.48675
10|5|2|2|25|Gustavo A. Madero|-99.05402|19.45126
10|4|2|3|20|Gustavo A. Madero|-99.13987|19.47180
10|2|1|2|29|Gustavo A. Madero|-99.09031|19.47113
10|5|1|2|56|Gustavo A. Madero|-99.13468|19.48491
10|1|1|2|28|Gustavo A. Madero|-99.13288|19.47712
10|2|10|2|49|Gustavo A. Madero|-99.08022|19.48211
10|7|10|2|44|Gustavo A. Madero|-99.13663|19.47131
9|3|2|2|30|Gustavo A. Madero|-99.06662|19.46489
9|6|1|2|30|Gustavo A. Madero|-99.13126|19.50289
9|6|1|2|53|Gustavo A. Madero|-99.08721|19.46066
9|7|1|2|41|Gustavo A. Madero|-99.08192|19.46640
12|4|4|2|37|Gustavo A. Madero|-99.13836|19.49183
12|2|1|2|58|Gustavo A. Madero|-99.08540|19.50748
12|1|10|2|26|Gustavo A. Madero|-99.15718|19.50285
12|4|10|2|47|Gustavo A. Madero|-99.09337|19.47250
12|2|10|2|27|Gustavo A. Madero|-99.06457|19.48017
12|1|10|2|28|Gustavo A. Madero|-99.01979|19.19080
12|5|1|2|35|Gustavo A. Madero|-99.07890|19.49405
12|5|11|3|49|Gustavo A. Madero|-99.14345|19.51920
12|5|10|2|26|Gustavo A. Madero|-99.08716|19.44577
12|7|10|2|20|Gustavo A. Madero|-99.15096|19.50520
12|6|11|2|46|Gustavo A. Madero|-99.16084|19.51240
11|4|1|1|0|Gustavo A. Madero|-99.10793|19.45773
11|7|10|2|31|Gustavo A. Madero|-99.09815|19.45883
11|1|10|2|55|Gustavo A. Madero|-99.07215|19.47661
11|4|2|2|16|Gustavo A. Madero|-99.09762|19.47964
11|3|4|2|33|Gustavo A. Madero|-99.11730|19.50169
11|3|1|1|0|Gustavo A. Madero|-99.14145|19.50887
3|7|4|2|46|Iztacalco|-99.10644|19.38372
1|3|1|2|64|Iztacalco|-99.09801|19.40281
1|4|10|2|33|Iztacalco|-99.09933|19.39325
1|4|1|2|47|Iztacalco|-99.13718|19.39920
1|6|1|2|42|Iztacalco|-99.06105|19.39543
1|6|4|2|48|Iztacalco|-99.06920|19.38648
1|2|1|2|55|Iztacalco|-99.07387|19.39203
1|2|4|2|26|Iztacalco|-99.11071|19.40150
1|3|1|2|42|Iztacalco|-99.06195|19.39108
1|4|10|2|22|Iztacalco|-99.07592|19.39504
1|4|4|3|48|Iztacalco|-99.06034|19.39924
1|5|1|2|31|Iztacalco|-99.06893|19.38747
1|6|4|2|26|Iztacalco|-99.12890|19.40105
1|2|1|2|32|Iztacalco|-99.07204|19.40003
1|2|1|2|60|Iztacalco|-99.08403|19.39250
1|5|4|2|24|Iztacalco|-99.06964|19.40462
1|6|10|2|23|Iztacalco|-99.06392|19.40133
1|7|4|2|40|Iztacalco|-99.07204|19.40003
1|7|1|2|24|Iztacalco|-99.06690|19.41068
1|7|1|3|73|Iztacalco|-99.05645|19.39707
1|7|1|2|54|Iztacalco|-99.11346|19.39830
1|2|1|2|32|Iztacalco|-99.09801|19.40281
1|3|1|3|45|Iztacalco|-99.06767|19.40349
1|4|4|2|36|Iztacalco|-99.12569|19.40433
1|4|1|2|28|Iztacalco|-99.07710|19.40882
1|5|1|2|27|Iztacalco|-99.08129|19.40702
1|5|1|2|35|Iztacalco|-99.12264|19.39266
1|6|1|2|49|Iztacalco|-99.11364|19.40087
1|2|1|2|62|Iztacalco|-99.08128|19.40702
1|2|1|2|55|Iztacalco|-99.07135|19.39992
1|2|1|2|31|Iztacalco|-99.06083|19.38314
1|3|1|2|68|Iztacalco|-99.14338|19.42483
1|4|10|2|28|Iztacalco|-99.12755|19.38077
1|4|1|2|41|Iztacalco|-99.09289|19.38391
1|1|1|2|22|Iztacalco|-99.11296|19.39637
1|2|1|2|34|Iztacalco|-99.11006|19.39425
1|3|10|2|29|Iztacalco|-99.07531|19.39774
1|4|1|3|31|Iztacalco|-99.10122|19.40024
1|7|1|2|44|Iztacalco|-99.07858|19.40685
1|1|6|2|24|Iztacalco|-99.10885|19.38111
1|5|1|2|18|Iztacalco|-99.06489|19.39052
1|1|2|2|24|Iztacalco|-99.10139|19.38025
2|1|10|2|39|Iztacalco|-99.11722|19.40554
2|3|1|2|27|Iztacalco|-99.09928|19.39680
2|4|4|2|40|Iztacalco|-99.07189|19.40357
2|6|1|2|22|Iztacalco|-99.12900|19.39783
2|7|1|2|28|Iztacalco|-99.08984|19.39350
2|1|1|2|32|Iztacalco|-99.06964|19.40462
2|1|1|3|47|Iztacalco|-99.10004|19.39419
2|1|1|3|31|Iztacalco|-99.13188|19.39355
2|4|1|2|31|Iztacalco|-99.09752|19.40916
2|5|4|2|57|Iztacalco|-99.12752|19.40393
2|5|4|2|19|Iztacalco|-99.08768|19.39209
2|5|4|2|47|Iztacalco|-99.08890|19.39856
2|5|10|2|42|Iztacalco|-99.10598|19.40390
2|7|1|2|38|Iztacalco|-99.08918|19.39526
2|1|10|2|29|Iztacalco|-99.12290|19.39802
2|3|1|2|28|Iztacalco|-99.12264|19.39266
2|4|1|2|36|Iztacalco|-99.05845|19.41613
2|5|4|2|30|Iztacalco|-99.05901|19.41104
2|5|1|2|47|Iztacalco|-99.13240|19.39116
2|6|1|2|33|Iztacalco|-99.12290|19.39802
2|6|1|2|28|Iztacalco|-99.08027|19.39156
2|7|1|2|30|Iztacalco|-99.07387|19.39203
2|1|4|2|38|Iztacalco|-99.10425|19.38468
2|1|1|3|33|Iztacalco|-99.06882|19.39120
2|2|1|2|34|Iztacalco|-99.11126|19.39817
2|4|1|2|24|Iztacalco|-99.10007|19.38803
2|4|11|2|41|Iztacalco|-99.05708|19.41088
2|6|1|2|25|Iztacalco|-99.10577|19.39521
2|1|1|3|60|Iztacalco|-99.10627|19.38372
2|3|1|2|49|Iztacalco|-99.06767|19.40349
2|4|2|2|26|Iztacalco|-99.11442|19.38546
2|6|1|2|22|Iztacalco|-99.09744|19.39397
2|7|2|2|42|Iztacalco|-99.06034|19.39924
2|2|10|2|54|Iztacalco|-99.06255|19.39488
2|5|1|2|54|Iztacalco|-99.06256|19.39631
2|5|1|2|26|Iztacalco|-99.12394|19.39798
2|3|10|2|30|Iztacalco|-99.07478|19.38819
2|7|1|2|22|Iztacalco|-99.09290|19.38391
2|6|1|2|42|Iztacalco|-99.01510|19.37262
1|5|1|2|38|Iztacalco|-99.06009|19.40094
3|7|1|2|37|Iztacalco|-99.11346|19.39830
3|7|1|2|54|Iztacalco|-99.12108|19.40477
3|1|4|2|38|Iztacalco|-99.11346|19.39830
3|2|1|2|26|Iztacalco|-99.09435|19.38161
3|2|1|2|30|Iztacalco|-99.06866|19.41384
3|2|1|3|29|Iztacalco|-99.07711|19.40881
3|3|1|2|45|Iztacalco|-99.05980|19.38965
3|3|10|2|18|Iztacalco|-99.09704|19.40916
3|5|4|2|38|Iztacalco|-99.09753|19.40916
3|7|1|2|61|Iztacalco|-99.12201|19.39011
3|7|1|3|37|Iztacalco|-99.12046|19.42223
3|1|1|2|37|Iztacalco|-99.09538|19.39466
3|2|1|2|59|Iztacalco|-99.13500|19.37927
3|2|1|2|57|Iztacalco|-99.12677|19.39788
3|4|1|2|47|Iztacalco|-99.08499|19.39301
3|5|10|3|37|Iztacalco|-99.08928|19.39315
3|1|1|2|32|Iztacalco|-99.10712|19.44607
3|2|1|2|50|Iztacalco|-99.13163|19.38821
3|5|1|2|34|Iztacalco|-99.09853|19.39881
3|5|1|2|18|Iztacalco|-99.07979|19.40687
3|1|1|2|26|Iztacalco|-99.07886|19.38998
3|1|10|2|70|Iztacalco|-99.12900|19.39783
3|4|1|3|56|Iztacalco|-99.10073|19.38331
3|5|1|2|44|Iztacalco|-99.06021|19.39917
3|5|4|2|37|Iztacalco|-99.09753|19.40634
3|6|1|2|48|Iztacalco|-99.08339|19.39365
4|5|1|2|37|Iztacalco|-99.05835|19.39996
4|3|1|2|27|Iztacalco|-99.11553|19.38859
4|6|1|2|40|Iztacalco|-99.07008|19.41113
4|6|1|3|29|Iztacalco|-99.07865|19.39551
4|3|1|2|50|Iztacalco|-99.07651|19.39249
4|3|1|2|25|Iztacalco|-99.09813|19.40175
4|1|10|2|23|Iztacalco|-99.10596|19.38706
4|7|1|2|26|Iztacalco|-99.09882|19.39682
5|7|4|3|30|Iztacalco|-99.13659|19.40281
5|5|1|2|24|Iztacalco|-99.12928|19.38791
5|5|4|2|26|Iztacalco|-99.06851|19.39943
5|6|4|2|24|Iztacalco|-99.09290|19.38390
5|6|1|2|18|Iztacalco|-99.09507|19.39375
5|6|1|2|48|Iztacalco|-99.09983|19.38973
5|7|4|2|44|Iztacalco|-99.10677|19.40725
5|1|10|2|47|Iztacalco|-99.07530|19.39774
5|2|1|2|48|Iztacalco|-99.10083|19.38257
5|2|1|2|29|Iztacalco|-99.08646|19.44434
5|4|1|3|27|Iztacalco|-99.09891|19.40885
5|5|1|2|59|Iztacalco|-99.13201|19.37726
5|5|1|2|67|Iztacalco|-99.12613|19.38042
5|6|10|2|25|Iztacalco|-99.13984|19.35692
5|2|1|2|36|Iztacalco|-99.07081|19.40532
5|5|4|2|32|Iztacalco|-99.09528|19.40246
5|5|1|2|68|Iztacalco|-99.09301|19.40870
5|1|4|2|34|Iztacalco|-99.07138|19.40283
5|3|1|2|52|Iztacalco|-99.13527|19.42617
5|5|1|2|37|Iztacalco|-99.06086|19.38259
5|5|4|2|28|Iztacalco|-99.09839|19.39984
5|5|1|2|41|Iztacalco|-99.09988|19.38934
5|6|4|2|32|Iztacalco|-99.10479|19.40766
4|2|4|2|29|Iztacalco|-99.08890|19.39856
5|4|4|2|28|Iztacalco|-99.09801|19.40281
6|1|4|2|31|Iztacalco|-99.06795|19.42025
6|2|1|2|26|Iztacalco|-99.08646|19.44434
6|2|1|2|27|Iztacalco|-99.09064|19.42999
6|5|4|2|21|Iztacalco|-99.12947|19.38125
6|7|1|2|32|Iztacalco|-99.11581|19.38854
6|1|4|2|46|Iztacalco|-99.09754|19.40916
6|6|1|2|42|Iztacalco|-99.06218|19.39004
6|6|1|2|29|Iztacalco|-99.10969|19.38796
6|2|1|2|95|Iztacalco|-99.09837|19.39996
6|3|10|2|21|Iztacalco|-99.09474|19.39371
6|4|1|3|65|Iztacalco|-99.07174|19.41424
6|5|1|2|34|Iztacalco|-99.12947|19.38124
6|3|1|2|50|Iztacalco|-99.09494|19.41521
6|7|10|2|38|Iztacalco|-99.08129|19.40702
7|7|4|2|25|Iztacalco|-99.06021|19.39917
7|4|10|3|26|Iztacalco|-99.10800|19.39755
7|6|1|2|27|Iztacalco|-99.09333|19.39358
7|6|1|2|44|Iztacalco|-99.06091|19.39603
7|4|11|2|50|Iztacalco|-99.10343|19.39709
7|1|1|2|71|Iztacalco|-99.08843|19.39259
7|1|1|2|55|Iztacalco|-99.07484|19.38790
7|2|4|2|44|Iztacalco|-99.12439|19.38283
7|2|4|2|31|Iztacalco|-99.08922|19.39658
7|7|4|2|55|Iztacalco|-99.12496|19.38025
7|3|1|2|28|Iztacalco|-99.07569|19.40808
7|3|1|2|43|Iztacalco|-99.12247|19.38244
7|4|1|2|27|Iztacalco|-99.13002|19.39550
6|5|4|2|18|Iztacalco|-99.11259|19.39003
8|6|1|2|46|Iztacalco|-99.11422|19.39826
8|6|1|2|21|Iztacalco|-99.12201|19.39011
8|1|1|2|47|Iztacalco|-99.08047|19.39316
8|2|1|2|44|Iztacalco|-99.12258|19.38011
8|2|1|3|50|Iztacalco|-99.09397|19.38415
8|2|1|2|60|Iztacalco|-99.09189|19.38554
8|3|10|2|56|Iztacalco|-99.09752|19.40634
8|5|1|3|35|Iztacalco|-99.13113|19.40310
8|6|1|2|32|Iztacalco|-99.09027|19.40829
8|7|4|2|22|Iztacalco|-99.13659|19.40281
8|1|4|2|43|Iztacalco|-99.06707|19.41839
8|2|1|2|28|Iztacalco|-99.08471|19.40749
8|4|10|2|37|Iztacalco|-99.06203|19.40022
8|5|4|2|32|Iztacalco|-99.11375|19.40298
8|5|1|2|32|Iztacalco|-99.07441|19.40737
8|5|1|2|28|Iztacalco|-99.11368|19.40188
8|5|1|2|30|Iztacalco|-99.09801|19.40282
8|6|1|2|49|Iztacalco|-99.11348|19.40586
8|1|1|2|43|Iztacalco|-99.07850|19.40637
8|2|1|2|38|Iztacalco|-99.06192|19.39840
8|5|1|3|26|Iztacalco|-99.07387|19.39203
8|7|4|2|24|Iztacalco|-99.06392|19.40133
8|1|1|2|42|Iztacalco|-99.07592|19.39504
8|2|1|2|47|Iztacalco|-99.12900|19.39783
8|2|10|2|42|Iztacalco|-99.05893|19.39509
8|3|1|3|43|Iztacalco|-99.12732|19.37658
8|3|1|3|60|Iztacalco|-99.12999|19.38135
8|5|1|2|21|Iztacalco|-99.06034|19.39924
8|6|4|2|25|Iztacalco|-99.09892|19.40885
8|7|1|2|32|Iztacalco|-99.07986|19.40426
8|7|1|3|30|Iztacalco|-99.11124|19.38443
9|2|10|2|28|Iztacalco|-99.12829|19.38095
9|6|1|2|30|Iztacalco|-99.12258|19.38011
9|7|4|2|31|Iztacalco|-99.09882|19.39682
9|1|1|2|41|Iztacalco|-99.05827|19.39808
9|2|1|3|29|Iztacalco|-99.06034|19.39924
9|1|1|2|26|Iztacalco|-99.06676|19.40297
9|3|4|2|44|Iztacalco|-99.12706|19.40406
9|6|4|2|23|Iztacalco|-99.09804|19.40914
9|7|4|2|26|Iztacalco|-99.12201|19.39011
9|1|1|2|38|Iztacalco|-99.10219|19.40821
9|5|1|2|48|Iztacalco|-99.07392|19.38950
9|1|10|2|35|Iztacalco|-99.13169|19.39452
10|4|1|2|29|Iztacalco|-99.06964|19.40462
10|7|1|2|40|Iztacalco|-99.09753|19.40916
10|1|1|2|26|Iztacalco|-99.09512|19.39375
10|2|1|2|47|Iztacalco|-99.07712|19.40880
10|3|1|2|69|Iztacalco|-99.12901|19.38112
10|5|1|2|61|Iztacalco|-99.11348|19.40587
10|2|1|2|21|Iztacalco|-99.05980|19.38965
10|5|1|2|69|Iztacalco|-99.12359|19.39631
10|6|1|2|34|Iztacalco|-99.08129|19.40702
10|6|1|2|32|Iztacalco|-99.07441|19.40737
10|7|1|2|29|Iztacalco|-99.13112|19.40310
10|1|1|2|35|Iztacalco|-99.16789|19.40039
10|3|1|2|31|Iztacalco|-99.11867|19.38564
10|4|1|2|32|Iztacalco|-99.12928|19.38791
10|6|1|2|39|Iztacalco|-99.11124|19.38443
10|6|1|2|41|Iztacalco|-99.12570|19.40433
10|1|1|3|41|Iztacalco|-99.11350|19.39460
10|2|11|3|17|Iztacalco|-99.11205|19.38156
10|3|1|2|61|Iztacalco|-99.09867|19.39788
10|4|1|2|30|Iztacalco|-99.12900|19.39783
10|5|1|2|50|Iztacalco|-99.05980|19.38965
8|3|4|2|31|Iztacalco|-99.07709|19.40843
8|4|4|2|65|Iztacalco|-99.07709|19.40843
11|1|1|2|61|Iztacalco|-99.09801|19.40281
11|7|4|2|44|Iztacalco|-99.09753|19.40916
11|7|4|2|25|Iztacalco|-99.08922|19.39658
11|3|1|2|57|Iztacalco|-99.11375|19.40298
11|3|4|2|22|Iztacalco|-99.06678|19.41173
11|3|1|2|30|Iztacalco|-99.05856|19.39822
11|6|4|2|39|Iztacalco|-99.09804|19.40914
11|7|1|2|42|Iztacalco|-99.12958|19.37700
11|1|1|3|31|Iztacalco|-99.12228|19.38611
11|2|1|2|22|Iztacalco|-99.07712|19.40879
11|4|4|2|27|Iztacalco|-99.08499|19.39301
11|4|1|2|38|Iztacalco|-99.10545|19.38693
11|5|1|2|33|Iztacalco|-99.07138|19.40283
11|6|4|2|50|Iztacalco|-99.07913|19.39393
11|7|1|2|27|Iztacalco|-99.06964|19.40462
11|2|1|2|27|Iztacalco|-99.11346|19.39830
11|5|1|2|41|Iztacalco|-99.07569|19.40808
11|5|1|2|39|Iztacalco|-99.07484|19.38790
11|2|4|2|28|Iztacalco|-99.07081|19.40532
11|2|1|2|25|Iztacalco|-99.07710|19.40920
11|3|1|2|62|Iztacalco|-99.11347|19.40587
11|3|10|3|22|Iztacalco|-99.09894|19.38964
12|5|10|2|32|Iztacalco|-99.12257|19.37772
12|5|1|2|38|Iztacalco|-99.12394|19.39798
12|3|4|2|28|Iztacalco|-99.11346|19.39830
12|6|1|2|49|Iztacalco|-99.11204|19.38822
12|6|4|2|22|Iztacalco|-99.08984|19.39350
12|7|1|2|41|Iztacalco|-99.07731|19.40854
12|2|4|2|25|Iztacalco|-99.12570|19.40433
12|5|1|3|40|Iztacalco|-99.12206|19.39942
12|6|1|2|42|Iztacalco|-99.09026|19.40829
12|2|1|2|31|Iztacalco|-99.05986|19.42084
12|6|10|2|58|Iztacalco|-99.12394|19.39798
12|6|1|2|30|Iztacalco|-99.10153|19.39037
12|1|1|2|23|Iztacalco|-99.13380|19.40326
12|3|1|2|53|Iztacalco|-99.08319|19.39905
12|3|1|2|35|Iztacalco|-99.12258|19.38011
6|4|1|2|32|Iztapalapa|-99.04864|19.36564
2|2|1|2|60|Iztapalapa|-99.06126|19.34492
2|4|4|2|25|Iztapalapa|-99.07220|19.34986
2|5|1|2|32|Iztapalapa|-99.05923|19.37636
2|5|1|2|51|Iztapalapa|-99.04048|19.38613
2|7|1|2|45|Iztapalapa|-99.07094|19.34928
2|7|4|2|28|Iztapalapa|-99.04072|19.38840
2|7|1|2|57|Iztapalapa|-99.14232|19.33724
2|7|1|2|28|Iztapalapa|-99.05835|19.33281
2|1|1|2|55|Iztapalapa|-99.07228|19.36986
2|2|1|3|34|Iztapalapa|-99.12673|19.35818
2|2|1|2|53|Iztapalapa|-99.11730|19.35354
2|2|1|2|31|Iztapalapa|-99.02155|19.37745
2|3|4|2|36|Iztapalapa|-99.02731|19.35888
2|3|1|2|71|Iztapalapa|-99.05091|19.34682
2|4|1|2|24|Iztapalapa|-99.05777|19.37149
2|5|1|2|43|Iztapalapa|-99.04175|19.39018
2|5|1|2|28|Iztapalapa|-99.07869|19.31923
2|6|10|2|42|Iztapalapa|-99.13765|19.35934
2|6|1|2|26|Iztapalapa|-99.01312|19.37451
2|1|1|2|36|Iztapalapa|-99.01956|19.36841
2|1|1|2|62|Iztapalapa|-99.08272|19.35378
2|2|1|2|31|Iztapalapa|-99.04050|19.34328
2|2|1|2|43|Iztapalapa|-99.06031|19.35063
2|2|1|2|45|Iztapalapa|-99.00264|19.36470
2|3|10|2|37|Iztapalapa|-99.08037|19.29624
2|3|1|3|32|Iztapalapa|-99.03685|19.38616
2|4|10|2|63|Iztapalapa|-99.09072|19.38184
2|4|1|2|25|Iztapalapa|-99.03546|19.38856
2|4|1|2|69|Iztapalapa|-99.12771|19.35828
2|6|4|2|27|Iztapalapa|-99.10786|19.37393
2|6|1|2|46|Iztapalapa|-99.01697|19.35341
3|7|1|2|63|Iztapalapa|-99.05294|19.39536
3|1|4|2|60|Iztapalapa|-99.04024|19.36653
3|1|1|2|37|Iztapalapa|-99.03406|19.38456
3|1|1|2|41|Iztapalapa|-99.02688|19.38543
3|1|1|2|23|Iztapalapa|-98.99508|19.34941
3|1|1|2|44|Iztapalapa|-98.97647|19.33843
3|2|11|2|45|Iztapalapa|-99.08410|19.32019
3|3|1|2|33|Iztapalapa|-99.04298|19.38967
3|4|1|2|28|Iztapalapa|-99.10870|19.45244
3|4|1|2|27|Iztapalapa|-99.11119|19.34829
3|5|1|2|26|Iztapalapa|-99.06440|19.33606
3|5|4|2|32|Iztapalapa|-98.99525|19.33481
3|6|1|2|56|Iztapalapa|-99.09865|19.35542
3|6|1|3|34|Iztapalapa|-99.08296|19.36449
3|6|1|3|27|Iztapalapa|-99.07113|19.31463
3|7|1|2|41|Iztapalapa|-99.07563|19.32058
3|1|1|2|61|Iztapalapa|-99.10458|19.37095
3|2|1|2|20|Iztapalapa|-99.11994|19.35783
3|3|1|2|67|Iztapalapa|-99.06706|19.37706
3|3|1|2|56|Iztapalapa|-99.12717|19.35823
3|3|1|3|22|Iztapalapa|-99.08296|19.36449
3|4|10|2|42|Iztapalapa|-99.08017|19.37930
3|4|1|2|18|Iztapalapa|-99.02416|19.32919
3|5|10|2|42|Iztapalapa|-99.03826|19.38079
3|6|1|2|36|Iztapalapa|-99.04843|19.39195
3|6|4|2|30|Iztapalapa|-99.07684|19.38040
3|6|4|2|31|Iztapalapa|-99.03951|19.38295
3|6|1|2|25|Iztapalapa|-99.13011|19.36061
3|2|1|3|46|Iztapalapa|-99.07601|19.38338
3|2|1|2|28|Iztapalapa|-99.11068|19.35130
3|2|1|2|44|Iztapalapa|-99.04145|19.38481
3|2|1|2|23|Iztapalapa|-99.06468|19.34495
3|3|1|2|41|Iztapalapa|-99.06935|19.36531
3|3|1|2|31|Iztapalapa|-99.05645|19.39707
3|4|1|2|42|Iztapalapa|-99.03685|19.38616
3|4|1|2|29|Iztapalapa|-99.07814|19.37601
3|5|1|3|23|Iztapalapa|-99.08133|19.35397
3|5|10|2|35|Iztapalapa|-99.07411|19.37827
3|5|1|2|22|Iztapalapa|-99.06111|19.34485
3|7|1|2|40|Iztapalapa|-99.03197|19.33815
3|3|10|3|33|Iztapalapa|-99.06037|19.38606
3|5|4|2|45|Iztapalapa|-99.10569|19.35610
3|6|4|2|36|Iztapalapa|-99.09211|19.35814
3|6|1|3|32|Iztapalapa|-99.11068|19.35130
