mes|diasemana|tipaccid|sexo|edad|nomgeo|longitud|latitud
3|1|1|3|32|Tlalpan|-99.18543|19.29751
3|1|1|2|27|Tlalpan|-99.30342|19.34961
3|1|2|3|30|Tlalpan|-99.12322|19.28636
3|1|1|2|24|Tlalpan|-99.12745|19.27399
3|1|1|2|18|Tlalpan|-99.16810|19.27391
3|2|1|2|23|Tlalpan|-99.19468|19.21592
3|3|1|1|0|Tlalpan|-99.14727|19.28931
3|4|1|2|37|Tlalpan|-99.22147|19.27986
3|5|1|2|23|Tlalpan|-99.11365|19.30068
3|5|1|2|32|Tlalpan|-99.16481|19.27766
3|6|2|2|47|Tlalpan|-99.13149|19.29523
3|6|2|3|22|Tlalpan|-99.10093|19.30002
3|7|2|2|41|Tlalpan|-99.16984|19.25498
3|7|1|3|24|Tlalpan|-99.17873|19.29063
3|1|1|2|24|Tlalpan|-99.17539|19.27340
3|3|11|2|23|Tlalpan|-99.13188|19.29529
3|4|1|2|26|Tlalpan|-99.16545|19.19744
3|5|10|2|47|Tlalpan|-99.13456|19.29644
3|1|10|1|0|Tlalpan|-99.22161|19.28920
3|2|4|2|20|Tlalpan|-99.23737|19.24003
3|3|1|1|0|Tlalpan|-99.23486|19.27969
3|5|1|2|34|Tlalpan|-99.16809|19.27387
3|5|5|2|36|Tlalpan|-99.16557|19.19785
3|6|1|2|61|Tlalpan|-99.16277|19.29428
3|7|1|2|24|Tlalpan|-99.16173|19.30090
3|7|2|2|22|Tlalpan|-99.14227|19.19351
3|7|1|2|47|Tlalpan|-99.31728|19.32669
3|5|1|1|0|Tlalpan|-99.21760|19.28953
3|6|1|2|34|Tlalpan|-99.17080|19.26762
3|7|1|2|28|Tlalpan|-99.15420|19.28814
3|7|1|2|26|Tlalpan|-99.16580|19.27608
3|7|6|2|45|Tlalpan|-99.16971|19.29800
3|7|1|2|28|Tlalpan|-99.16558|19.19786
1|7|1|2|48|Tlalpan|-99.17019|19.13273
4|3|1|2|19|Tlalpan|-99.11455|19.29505
4|3|1|2|28|Tlalpan|-99.11929|19.29200
4|4|1|1|0|Tlalpan|-99.22803|19.29012
4|4|10|2|62|Tlalpan|-99.18823|19.39388
4|2|1|1|0|Tlalpan|-99.22024|19.28788
4|5|4|2|24|Tlalpan|-99.22475|19.28148
4|6|1|1|0|Tlalpan|-99.15699|19.26651
4|6|2|2|41|Tlalpan|-99.16523|19.18959
4|6|10|3|45|Tlalpan|-99.18724|19.28127
4|1|1|3|22|Tlalpan|-99.20057|19.30397
4|1|1|2|21|Tlalpan|-99.15659|19.26778
4|6|1|2|34|Tlalpan|-99.20398|19.30515
4|3|1|2|51|Tlalpan|-99.13819|19.27519
4|4|1|2|32|Tlalpan|-99.14189|19.36803
4|6|1|2|24|Tlalpan|-99.18717|19.30197
4|3|1|1|0|Tlalpan|-99.15261|19.20968
4|3|7|2|31|Tlalpan|-99.15880|19.19082
4|4|1|2|60|Tlalpan|-99.22901|19.28717
4|3|1|2|23|Tlalpan|-99.20848|19.30616
4|4|1|2|27|Tlalpan|-99.00395|19.25684
4|2|1|2|47|Tlalpan|-99.05428|19.28848
4|4|1|2|44|Tlalpan|-99.11759|19.29400
4|6|1|2|52|Tlalpan|-99.16809|19.27388
4|2|1|3|65|Tlalpan|-99.16304|19.28790
4|4|1|3|47|Tlalpan|-99.16927|19.27285
4|3|1|2|50|Tlalpan|-99.21408|19.29603
5|5|10|2|35|Tlalpan|-99.11496|19.29229
5|7|5|1|0|Tlalpan|-99.21658|19.29244
5|2|1|2|48|Tlalpan|-99.17710|19.25412
5|4|1|1|0|Tlalpan|-99.22574|19.28602
5|2|1|1|0|Tlalpan|-99.13855|19.28223
5|3|1|2|36|Tlalpan|-99.16517|19.42135
5|5|4|1|0|Tlalpan|-99.18717|19.30197
5|1|1|2|31|Tlalpan|-99.16522|19.18958
5|1|1|2|24|Tlalpan|-99.18825|19.27564
5|7|1|3|43|Tlalpan|-99.15473|19.30335
5|3|10|2|25|Tlalpan|-99.17342|19.29998
5|1|10|3|19|Tlalpan|-99.16847|19.25671
5|1|1|2|59|Tlalpan|-99.19390|19.23077
5|7|1|2|24|Tlalpan|-99.20598|19.27229
5|5|1|2|41|Tlalpan|-99.17074|19.26803
5|6|1|3|44|Tlalpan|-99.14293|19.30726
5|6|1|2|34|Tlalpan|-99.10573|19.29326
5|1|1|2|53|Tlalpan|-99.11779|19.30168
5|3|1|3|42|Tlalpan|-99.22772|19.27478
5|6|4|2|43|Tlalpan|-99.12573|19.29295
6|5|1|2|20|Tlalpan|-99.15589|19.25124
6|2|1|2|60|Tlalpan|-99.14605|19.33008
6|4|6|1|0|Tlalpan|-99.23856|19.27044
6|7|1|2|21|Tlalpan|-99.14937|19.20553
6|1|10|2|39|Tlalpan|-99.11355|19.30067
6|2|1|2|30|Tlalpan|-99.16523|19.18959
6|3|1|2|29|Tlalpan|-99.22101|19.33820
6|4|4|1|0|Tlalpan|-99.18717|19.30197
6|7|10|2|45|Tlalpan|-99.12574|19.29295
6|7|10|2|20|Tlalpan|-99.17630|19.29215
6|1|2|2|30|Tlalpan|-99.16725|19.27828
6|1|1|1|0|Tlalpan|-99.23239|19.27988
6|4|2|2|19|Tlalpan|-99.18224|19.20879
6|5|11|2|50|Tlalpan|-99.11496|19.29229
6|6|2|2|30|Tlalpan|-99.14762|19.19539
6|1|1|2|30|Tlalpan|-99.17020|19.13273
6|7|10|2|28|Tlalpan|-99.16523|19.18959
6|1|4|2|45|Tlalpan|-99.13764|19.26808
6|1|10|2|55|Tlalpan|-99.13149|19.29523
6|5|1|2|77|Tlalpan|-99.14120|19.28119
6|6|1|3|33|Tlalpan|-99.12609|19.28827
6|6|1|2|37|Tlalpan|-99.20848|19.30616
6|3|10|2|53|Tlalpan|-99.16458|19.28336
6|4|1|2|23|Tlalpan|-99.16458|19.28336
6|5|4|2|43|Tlalpan|-99.13600|19.28713
6|6|1|2|48|Tlalpan|-99.19293|19.30211
6|7|4|2|34|Tlalpan|-99.18676|19.28442
7|5|1|1|0|Tlalpan|-99.21658|19.29244
6|1|1|3|28|Tlalpan|-99.14932|19.20472
6|2|1|2|46|Tlalpan|-99.12574|19.29295
6|4|1|2|43|Tlalpan|-99.21848|19.28660
6|4|1|2|26|Tlalpan|-99.18502|19.35501
6|6|1|2|50|Tlalpan|-99.18598|19.30287
6|6|10|2|51|Tlalpan|-99.10942|19.29967
6|7|1|2|35|Tlalpan|-99.21236|19.27950
7|6|4|2|37|Tlalpan|-99.21059|19.09576
7|7|10|3|36|Tlalpan|-99.21760|19.28952
7|2|1|2|31|Tlalpan|-99.22881|19.26968
7|2|4|2|20|Tlalpan|-99.15050|19.24098
7|4|1|2|32|Tlalpan|-99.17234|19.26397
7|5|4|2|60|Tlalpan|-99.21085|19.29864
7|7|1|2|40|Tlalpan|-99.17343|19.24941
7|3|1|2|31|Tlalpan|-99.14472|19.28377
7|7|5|2|25|Tlalpan|-99.13932|19.28439
7|3|1|2|27|Tlalpan|-99.16779|19.24236
7|4|1|2|37|Tlalpan|-99.14189|19.28139
7|1|1|2|41|Tlalpan|-99.15770|19.28607
7|5|1|2|30|Tlalpan|-99.17180|19.25812
7|6|1|2|21|Tlalpan|-99.16573|19.27644
7|7|4|2|24|Tlalpan|-99.20090|19.22813
7|7|10|2|30|Tlalpan|-99.16725|19.27828
7|7|1|2|39|Tlalpan|-99.17711|19.25413
7|7|4|2|27|Tlalpan|-99.12758|19.28450
7|1|1|2|32|Tlalpan|-99.14120|19.28119
7|1|4|2|20|Tlalpan|-99.18828|19.30262
7|3|1|2|35|Tlalpan|-99.14465|19.30039
7|4|1|3|54|Tlalpan|-99.12199|19.28953
7|4|1|1|0|Tlalpan|-99.16523|19.18959
7|4|4|1|0|Tlalpan|-99.15149|19.29011
7|4|1|1|0|Tlalpan|-99.16472|19.27319
7|6|4|2|56|Tlalpan|-99.16608|19.27601
7|7|1|2|23|Tlalpan|-99.17630|19.29215
7|1|10|2|19|Tlalpan|-99.13855|19.28223
7|2|10|2|56|Tlalpan|-99.17819|19.29285
7|2|1|1|0|Tlalpan|-99.23410|19.28541
7|4|1|1|0|Tlalpan|-99.15435|19.29590
7|6|4|2|33|Tlalpan|-99.21658|19.29244
7|6|2|3|56|Tlalpan|-99.24231|19.29090
7|7|10|2|50|Tlalpan|-99.11455|19.29505
7|1|1|1|0|Tlalpan|-99.22663|19.28878
7|3|1|1|0|Tlalpan|-99.22368|19.28340
7|3|1|1|0|Tlalpan|-99.17759|19.12410
7|4|1|2|34|Tlalpan|-99.15261|19.20968
7|7|10|2|29|Tlalpan|-99.16560|19.19782
7|2|5|2|30|Tlalpan|-99.17323|19.24320
7|3|1|2|29|Tlalpan|-99.17481|19.23355
8|7|10|1|0|Tlalpan|-99.21848|19.28660
8|3|1|2|38|Tlalpan|-99.19604|19.35944
8|4|10|2|33|Tlalpan|-99.12516|19.29689
8|5|1|2|55|Tlalpan|-99.13436|19.29637
8|6|4|1|0|Tlalpan|-99.15220|19.28985
8|6|2|2|42|Tlalpan|-99.18256|19.24595
8|1|1|2|27|Tlalpan|-99.17985|19.28107
8|3|1|1|0|Tlalpan|-99.22813|19.28445
8|4|10|2|21|Tlalpan|-99.21755|19.28388
8|4|11|2|32|Tlalpan|-99.18717|19.30197
8|1|10|2|24|Tlalpan|-99.15886|19.29627
8|1|5|2|66|Tlalpan|-99.23249|19.23045
8|3|1|2|18|Tlalpan|-99.21509|19.28124
8|3|1|2|23|Tlalpan|-99.20209|19.23076
8|5|1|2|18|Tlalpan|-99.21658|19.29244
8|6|10|1|0|Tlalpan|-99.23717|19.28360
8|7|4|2|36|Tlalpan|-99.16532|19.27453
8|2|1|2|55|Tlalpan|-99.14873|19.24250
8|6|4|2|19|Tlalpan|-99.20223|19.28254
8|7|1|2|32|Tlalpan|-99.15435|19.29590
8|7|1|2|21|Tlalpan|-99.18999|19.30248
8|7|10|1|0|Tlalpan|-99.21983|19.26925
8|7|10|2|25|Tlalpan|-99.21658|19.29244
8|1|1|2|51|Tlalpan|-99.23022|19.28007
8|1|10|2|67|Tlalpan|-99.22339|19.28054
8|4|10|2|31|Tlalpan|-99.17117|19.26551
8|6|4|3|27|Tlalpan|-99.16285|19.30159
8|7|1|3|30|Tlalpan|-99.17711|19.25413
8|7|10|2|43|Tlalpan|-99.12609|19.28827
8|1|1|2|25|Tlalpan|-99.22046|19.29069
8|1|1|3|24|Tlalpan|-99.16605|19.27594
8|3|1|2|34|Tlalpan|-99.23271|19.28395
8|5|4|2|38|Tlalpan|-99.12304|19.29400
8|6|1|3|29|Tlalpan|-99.12574|19.29295
8|7|1|2|28|Tlalpan|-99.22376|19.23169
8|1|1|2|27|Tlalpan|-99.23169|19.29406
8|1|1|2|70|Tlalpan|-99.14646|19.29515
8|2|1|2|42|Tlalpan|-99.18739|19.23492
8|4|1|2|36|Tlalpan|-99.22052|19.28363
8|6|1|3|46|Tlalpan|-99.21592|19.29365
8|7|10|2|48|Tlalpan|-99.16264|19.30160
8|5|1|2|35|Tlalpan|-99.17973|19.29260
8|5|4|3|33|Tlalpan|-99.17567|19.28429
8|1|1|2|22|Tlalpan|-99.15149|19.29011
9|3|2|2|24|Tlalpan|-99.17049|19.24470
9|5|1|2|28|Tlalpan|-99.16042|19.24786
9|6|7|2|32|Tlalpan|-99.17630|19.29215
9|6|1|2|35|Tlalpan|-99.16523|19.18959
9|2|2|3|34|Tlalpan|-99.15629|19.23939
9|2|6|2|33|Tlalpan|-99.10573|19.29326
9|4|4|1|0|Tlalpan|-99.20922|19.30630
9|5|5|2|40|Tlalpan|-99.17088|19.13221
9|6|1|2|33|Tlalpan|-99.16897|19.26596
9|7|4|2|36|Tlalpan|-99.18828|19.30262
9|7|1|1|0|Tlalpan|-99.23276|19.28418
9|7|1|2|33|Tlalpan|-99.17368|19.24953
9|2|10|2|19|Tlalpan|-99.22060|19.30416
9|2|1|2|54|Tlalpan|-99.12555|19.29288
9|3|4|2|52|Tlalpan|-99.20517|19.26826
9|6|1|2|40|Tlalpan|-99.14904|19.28701
9|3|1|2|36|Tlalpan|-99.21760|19.28952
9|5|1|2|31|Tlalpan|-99.18418|19.28053
9|7|1|2|46|Tlalpan|-99.11284|19.29029
9|7|1|2|61|Tlalpan|-99.14575|19.29297
9|1|1|2|27|Tlalpan|-99.22862|19.28301
9|3|1|2|45|Tlalpan|-99.15460|19.21183
9|3|4|2|22|Tlalpan|-99.21508|19.28124
9|4|1|2|17|Tlalpan|-99.16742|19.24205
9|4|1|2|32|Tlalpan|-99.15149|19.29011
9|5|4|2|30|Tlalpan|-99.11819|19.33845
9|5|1|2|34|Tlalpan|-99.10291|19.31916
9|5|1|2|47|Tlalpan|-99.17409|19.13557
9|5|4|2|48|Tlalpan|-99.11435|19.24567
9|5|1|2|31|Tlalpan|-99.17175|19.24760
9|1|1|2|39|Tlalpan|-99.22110|19.29064
9|2|1|2|72|Tlalpan|-99.18419|19.28052
10|7|1|2|47|Tlalpan|-99.14586|19.19906
12|2|1|2|51|Tlalpan|-99.13802|19.30137
10|7|1|2|40|Tlalpan|-99.14907|19.29735
10|2|1|2|30|Tlalpan|-99.15268|19.28934
10|4|4|2|48|Tlalpan|-99.14740|19.30127
10|7|1|3|57|Tlalpan|-99.17844|19.29517
10|4|1|2|31|Tlalpan|-99.10942|19.29967
10|6|4|2|19|Tlalpan|-99.14335|19.22933
10|7|4|2|47|Tlalpan|-99.15707|19.25419
10|1|10|2|59|Tlalpan|-99.18174|19.27326
10|1|1|3|29|Tlalpan|-99.16241|19.25574
10|1|1|3|35|Tlalpan|-99.16566|19.29854
10|4|1|2|22|Tlalpan|-99.10942|19.29967
10|5|4|2|45|Tlalpan|-99.10972|19.29790
10|5|1|2|66|Tlalpan|-99.17130|19.26555
10|6|1|2|42|Tlalpan|-99.03813|19.34098
10|6|4|2|50|Tlalpan|-99.16959|19.24423
10|6|1|2|36|Tlalpan|-99.16605|19.27594
10|4|1|1|0|Tlalpan|-99.21233|19.27949
10|6|1|1|0|Tlalpan|-99.21658|19.29244
10|1|1|1|0|Tlalpan|-99.17022|19.28872
10|6|1|1|0|Tlalpan|-99.23882|19.28645
10|2|1|1|0|Tlalpan|-99.23217|19.29260
10|7|1|1|0|Tlalpan|-99.21714|19.28109
10|5|1|1|0|Tlalpan|-99.21969|19.27575
10|3|5|2|34|Tlalpan|-99.21658|19.29244
10|3|1|2|32|Tlalpan|-99.13625|19.32825
10|5|1|2|23|Tlalpan|-99.17410|19.13553
10|7|1|2|18|Tlalpan|-99.17570|19.28381
10|7|10|2|23|Tlalpan|-99.17086|19.24623
10|4|1|1|0|Tlalpan|-99.16351|19.28674
10|4|1|2|32|Tlalpan|-99.17792|19.29519
10|2|1|2|18|Tlalpan|-99.20227|19.38942
10|3|1|2|22|Tlalpan|-99.16366|19.29724
10|6|2|2|19|Tlalpan|-99.14764|19.30103
10|3|1|2|18|Tlalpan|-99.15043|19.29807
10|6|1|2|35|Tlalpan|-99.12977|19.28976
10|5|1|1|0|Tlalpan|-99.16890|19.27413
11|1|1|2|30|Tlalpan|-99.22123|19.30417
11|2|1|3|65|Tlalpan|-99.17819|19.30339
11|3|1|2|53|Tlalpan|-99.13604|19.47098
11|3|1|2|52|Tlalpan|-99.20848|19.30616
11|5|4|3|54|Tlalpan|-99.11759|19.29400
11|5|1|2|66|Tlalpan|-99.21641|19.30818
11|6|1|2|47|Tlalpan|-99.19505|19.30205
11|6|1|2|48|Tlalpan|-99.15699|19.28651
11|7|1|2|59|Tlalpan|-99.10376|19.29411
11|2|1|3|39|Tlalpan|-99.16400|19.28497
11|5|4|2|52|Tlalpan|-99.22931|19.30313
11|5|1|2|44|Tlalpan|-99.21993|19.31226
11|5|1|2|28|Tlalpan|-99.16605|19.27594
11|7|1|2|39|Tlalpan|-99.21269|19.32692
11|7|1|2|36|Tlalpan|-99.15155|19.29792
11|2|1|2|27|Tlalpan|-99.15932|19.27170
11|3|1|3|27|Tlalpan|-99.17169|19.29373
11|5|10|2|56|Tlalpan|-99.21508|19.28124
11|5|1|3|40|Tlalpan|-99.17159|19.30194
11|6|1|2|38|Tlalpan|-99.09462|19.25008
11|6|1|2|35|Tlalpan|-99.23731|19.28512
11|7|1|2|56|Tlalpan|-99.21555|19.26965
11|3|1|1|0|Tlalpan|-99.22945|19.28293
11|5|1|1|0|Tlalpan|-99.22968|19.28713
11|7|1|1|0|Tlalpan|-99.17578|19.27121
11|7|4|2|28|Tlalpan|-99.18717|19.30197
11|7|1|1|0|Tlalpan|-99.21658|19.29244
11|7|1|2|28|Tlalpan|-99.21658|19.29244
11|2|1|2|32|Tlalpan|-99.20632|19.22142
11|4|1|2|52|Tlalpan|-99.13939|19.28623
11|2|1|2|41|Tlalpan|-99.15435|19.29590
11|4|10|2|30|Tlalpan|-99.15699|19.28651
11|1|1|1|0|Tlalpan|-99.12516|19.29689
11|3|2|1|0|Tlalpan|-99.10942|19.29968
11|4|2|2|62|Tlalpan|-99.17557|19.28383
11|5|1|2|31|Tlalpan|-99.17401|19.12845
10|6|1|2|20|Tlalpan|-99.17406|19.26201
12|6|1|3|66|Tlalpan|-99.19811|19.30300
12|6|1|2|35|Tlalpan|-99.19991|19.30403
12|6|10|2|18|Tlalpan|-99.23291|19.29396
12|1|4|3|25|Tlalpan|-99.21238|19.27945
12|1|1|2|22|Tlalpan|-99.00568|19.27552
12|1|1|2|26|Tlalpan|-99.15699|19.28651
12|3|1|3|39|Tlalpan|-99.15149|19.29011
12|1|1|2|35|Tlalpan|-99.17233|19.26397
12|3|1|2|22|Tlalpan|-99.13522|19.30021
12|6|1|3|33|Tlalpan|-99.13380|19.29615
12|6|1|2|23|Tlalpan|-99.13890|19.28224
12|1|1|2|44|Tlalpan|-99.16545|19.19744
12|3|1|2|17|Tlalpan|-99.11247|19.29468
12|5|4|1|0|Tlalpan|-99.21133|19.30667
12|6|1|2|32|Tlalpan|-99.20321|19.22003
12|5|1|1|0|Tlalpan|-99.18777|19.29754
12|2|1|2|42|Tlalpan|-99.16523|19.18959
12|5|1|2|34|Tlalpan|-99.15220|19.28985
12|2|1|2|50|Tlalpan|-99.17022|19.28872
12|7|1|2|25|Tlalpan|-99.15220|19.28985
12|4|1|2|41|Tlalpan|-99.21755|19.28388
12|3|1|2|35|Tlalpan|-99.21658|19.29244
12|3|1|2|19|Tlalpan|-99.15699|19.28651
12|7|1|1|0|Tlalpan|-99.14646|19.29515
12|3|1|2|19|Tlalpan|-99.17225|19.24811
12|1|1|2|26|Tlalpan|-99.16648|19.27283
1|7|1|2|21|Tlalpan|-99.23666|19.27046
7|1|1|2|56|Xochimilco|-99.01241|19.25560
1|2|1|1|0|Xochimilco|-99.12742|19.26856
1|4|1|1|0|Xochimilco|-99.13511|19.27942
1|7|4|1|0|Xochimilco|-99.18837|19.39377
1|1|1|2|65|Xochimilco|-99.10405|19.26010
1|2|1|2|45|Xochimilco|-99.10057|19.29551
1|5|1|2|35|Xochimilco|-99.09984|19.29575
1|6|1|2|47|Xochimilco|-99.11539|19.26611
1|3|1|2|55|Xochimilco|-99.03562|19.25758
1|5|4|2|25|Xochimilco|-99.08736|19.23701
1|6|1|2|34|Xochimilco|-99.11253|19.26127
1|6|1|2|28|Xochimilco|-99.12309|19.27948
1|7|1|2|55|Xochimilco|-99.10139|19.25245
1|1|1|2|23|Xochimilco|-99.12499|19.28521
1|2|1|2|48|Xochimilco|-99.11537|19.26606
1|2|4|3|41|Xochimilco|-99.13118|19.27162
1|3|1|3|38|Xochimilco|-99.10589|19.25200
1|3|1|2|54|Xochimilco|-99.10611|19.26019
1|3|1|2|41|Xochimilco|-99.10057|19.29551
2|6|1|1|0|Xochimilco|-99.14256|19.42465
2|3|2|2|20|Xochimilco|-99.10253|19.26681
2|6|4|2|72|Xochimilco|-99.06596|19.25382
2|5|1|2|24|Xochimilco|-99.08766|19.30468
2|5|1|2|52|Xochimilco|-99.11894|19.22269
2|6|1|2|33|Xochimilco|-99.10814|19.24416
2|7|1|2|36|Xochimilco|-99.10093|19.30002
2|1|1|3|47|Xochimilco|-99.11877|19.24923
2|2|1|2|28|Xochimilco|-99.12356|19.24927
2|2|10|2|33|Xochimilco|-99.02032|19.26092
2|4|1|2|42|Xochimilco|-99.11443|19.26447
2|6|1|2|27|Xochimilco|-99.13143|19.27262
2|1|1|2|68|Xochimilco|-99.10859|19.25652
1|5|1|2|30|Xochimilco|-99.06099|19.25254
3|1|1|2|49|Xochimilco|-99.10801|19.25788
3|5|4|2|99|Xochimilco|-99.08694|19.24577
3|2|1|2|27|Xochimilco|-99.09150|19.26020
3|4|10|2|31|Xochimilco|-99.11621|19.27930
3|5|1|2|18|Xochimilco|-99.12255|19.27346
3|2|1|2|20|Xochimilco|-99.10057|19.29551
3|4|1|2|50|Xochimilco|-99.10139|19.25245
3|5|1|2|38|Xochimilco|-99.11453|19.28956
3|4|1|2|42|Xochimilco|-99.13149|19.29523
3|2|4|1|0|Xochimilco|-99.12303|19.27936
3|1|10|2|36|Xochimilco|-99.12597|19.26395
4|4|4|2|38|Xochimilco|-99.13771|19.28104
4|5|1|2|40|Xochimilco|-99.18950|19.30249
4|5|1|2|43|Xochimilco|-99.10516|19.25541
4|7|1|2|42|Xochimilco|-99.01341|19.25591
4|6|1|2|48|Xochimilco|-99.12395|19.27110
4|1|4|2|49|Xochimilco|-99.08766|19.30468
4|1|1|3|36|Xochimilco|-99.13891|19.28225
4|7|1|2|48|Xochimilco|-99.10057|19.29551
4|4|1|2|41|Xochimilco|-99.12517|19.28284
5|3|1|1|0|Xochimilco|-99.11620|19.24413
5|5|4|2|28|Xochimilco|-99.13175|19.27255
5|5|1|2|45|Xochimilco|-99.01105|19.25643
5|1|1|2|22|Xochimilco|-99.09230|19.29895
5|4|10|3|66|Xochimilco|-99.12820|19.25887
5|1|1|2|32|Xochimilco|-99.11143|19.25890
5|2|1|2|31|Xochimilco|-99.10546|19.25557
5|4|4|2|28|Xochimilco|-99.12187|19.25784
5|6|1|2|54|Xochimilco|-99.08766|19.30468
5|6|1|2|58|Xochimilco|-99.10057|19.29551
6|5|1|2|19|Xochimilco|-99.09427|19.26082
6|4|1|2|26|Xochimilco|-99.12739|19.26885
6|1|10|2|33|Xochimilco|-99.09738|19.26149
7|6|4|2|27|Xochimilco|-99.08766|19.30468
7|2|1|3|29|Xochimilco|-99.11979|19.27349
7|3|4|3|32|Xochimilco|-99.11642|19.26781
7|5|1|3|47|Xochimilco|-99.05684|19.36295
7|7|1|2|28|Xochimilco|-99.06266|19.25371
7|4|1|2|30|Xochimilco|-99.10057|19.29551
7|5|1|3|38|Xochimilco|-99.07430|19.25666
7|6|1|2|40|Xochimilco|-99.12309|19.27948
7|6|1|3|41|Xochimilco|-99.10618|19.29310
7|2|1|2|25|Xochimilco|-99.12291|19.24780
7|3|1|3|38|Xochimilco|-99.11453|19.28956
6|2|1|2|32|Xochimilco|-99.11979|19.27348
8|6|1|2|36|Xochimilco|-99.07251|19.24664
8|2|1|2|48|Xochimilco|-99.10111|19.26197
8|3|1|2|41|Xochimilco|-99.10196|19.25651
8|7|1|3|26|Xochimilco|-99.11250|19.26113
8|1|1|2|52|Xochimilco|-99.12232|19.28109
8|4|10|2|35|Xochimilco|-99.09836|19.22316
8|2|4|2|32|Xochimilco|-99.05967|19.28028
8|2|1|2|50|Xochimilco|-99.10503|19.25572
8|3|1|2|48|Xochimilco|-99.11453|19.28956
8|3|10|3|26|Xochimilco|-99.10440|19.26295
8|4|1|2|22|Xochimilco|-99.10491|19.26312
9|2|1|2|40|Xochimilco|-99.11979|19.27348
9|2|1|3|51|Xochimilco|-99.10799|19.24448
9|6|1|2|28|Xochimilco|-99.14813|19.33550
9|2|1|3|43|Xochimilco|-99.01241|19.25560
10|4|4|2|58|Xochimilco|-99.09801|19.21869
10|2|10|2|18|Xochimilco|-99.09508|19.25028
10|5|1|2|17|Xochimilco|-99.12670|19.27915
10|1|1|2|47|Xochimilco|-99.10546|19.25557
10|6|1|2|24|Xochimilco|-99.08166|19.25820
10|4|1|2|38|Xochimilco|-99.11667|19.28069
10|5|1|2|37|Xochimilco|-99.04522|19.25545
11|7|1|1|0|Xochimilco|-99.14716|19.38671
11|5|1|1|0|Xochimilco|-99.15738|19.38950
11|3|10|1|0|Xochimilco|-99.15505|19.39822
11|5|1|1|0|Xochimilco|-99.15079|19.39821
11|3|10|1|0|Xochimilco|-99.15639|19.38066
11|1|10|1|0|Xochimilco|-99.17774|19.36514
11|3|10|1|0|Xochimilco|-99.16732|19.39280
11|2|1|2|50|Xochimilco|-99.10145|19.25487
11|3|1|2|43|Xochimilco|-99.09389|19.25293
11|4|1|2|47|Xochimilco|-99.10377|19.24726
11|7|1|2|51|Xochimilco|-99.13926|19.28227
11|1|1|2|30|Xochimilco|-99.12532|19.23723
11|2|1|3|48|Xochimilco|-99.10408|19.25467
11|3|10|2|48|Xochimilco|-99.09389|19.25293
11|5|1|2|28|Xochimilco|-99.07791|19.25742
11|3|1|2|68|Xochimilco|-99.18811|19.30285
11|4|1|2|53|Xochimilco|-99.10725|19.25613
11|1|1|2|35|Xochimilco|-99.12830|19.26796
11|3|2|2|27|Xochimilco|-99.05248|19.25472
11|5|1|2|38|Xochimilco|-99.11816|19.27084
11|7|1|2|38|Xochimilco|-99.08766|19.30468
12|5|1|2|45|Xochimilco|-99.12175|19.24924
12|5|1|2|62|Xochimilco|-99.11559|19.26646
12|2|1|2|45|Xochimilco|-99.12122|19.27286
12|3|4|2|24|Xochimilco|-99.19505|19.30205
12|3|1|2|28|Xochimilco|-99.11979|19.27349
12|3|1|2|43|Xochimilco|-99.00921|19.26124
12|4|10|2|35|Xochimilco|-99.10057|19.29551
12|5|1|2|24|Xochimilco|-99.12527|19.28267
12|3|4|3|50|Xochimilco|-99.10503|19.25572
12|4|1|3|29|Xochimilco|-99.12662|19.28627
1|4|4|3|42|Benito Juárez|-99.16761|19.36633
1|4|1|2|35|Benito Juárez|-99.18393|19.39112
1|4|1|2|52|Benito Juárez|-99.16761|19.36633
1|5|1|3|57|Benito Juárez|-99.15237|19.38445
1|3|4|2|30|Benito Juárez|-99.18056|19.38522
1|4|1|2|19|Benito Juárez|-99.15369|19.38456
1|4|1|3|73|Benito Juárez|-99.13947|19.39552
1|5|1|2|39|Benito Juárez|-99.16161|19.36914
1|5|1|3|34|Benito Juárez|-99.14197|19.35713
1|6|4|3|28|Benito Juárez|-99.14239|19.35717
1|7|1|2|28|Benito Juárez|-99.14913|19.37439
1|7|1|3|20|Benito Juárez|-99.16119|19.38594
1|1|1|2|30|Benito Juárez|-99.14723|19.35739
1|5|1|2|23|Benito Juárez|-99.14507|19.35733
1|6|1|3|38|Benito Juárez|-99.16176|19.39635
1|1|1|2|29|Benito Juárez|-99.16449|19.37266
1|3|1|2|50|Benito Juárez|-99.15568|19.38054
1|4|1|2|44|Benito Juárez|-99.18606|19.38901
1|7|1|2|19|Benito Juárez|-99.13438|19.39701
1|7|1|2|54|Benito Juárez|-99.15504|19.38044
1|2|1|3|46|Benito Juárez|-99.15036|19.38614
1|2|1|2|32|Benito Juárez|-99.14497|19.40388
1|3|1|2|32|Benito Juárez|-99.17651|19.39232
1|3|1|2|26|Benito Juárez|-99.13913|19.38119
1|4|1|2|33|Benito Juárez|-99.15445|19.38035
1|4|1|2|59|Benito Juárez|-99.17946|19.39701
1|3|1|1|0|Benito Juárez|-99.14762|19.35955
1|4|1|2|42|Benito Juárez|-99.13392|19.38447
1|4|1|1|0|Benito Juárez|-99.14104|19.39751
1|4|10|2|30|Benito Juárez|-99.13623|19.38220
1|7|1|1|0|Benito Juárez|-99.14820|19.37926
1|7|1|1|0|Benito Juárez|-99.14530|19.40105
